;ID;Year_Birth;Education;Marital_Status; Income ;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Country
1033;8825;1962;Graduation;Together;$51,195.00 ;1;1;4/1/13;46;23000;1400;15600;8200;2400;5800;8;2;3;5;3;0;0;0;0;0;0;0;SA
1037;10092;1954;Graduation;Divorced;$70,044.00 ;0;1;2/18/13;46;107300;0;25000;15300;1400;1400;4;2;15;5;1;0;0;0;0;0;0;0;SP
1041;7453;1954;Graduation;Single;$36,130.00 ;0;1;2/2/13;46;15700;4300;12700;6800;5600;3700;6;1;12;4;1;1;0;0;0;0;1;0;SP
1045;1225;1963;Graduation;Married;$80,124.00 ;0;0;6/26/14;47;48300;8400;39800;20500;8400;24100;1;1;11;8;0;1;0;0;0;0;0;0;SA
1046;7059;1963;Graduation;Married;$80,124.00 ;0;0;6/26/14;47;48300;8400;39800;20500;8400;24100;1;1;11;8;0;1;0;0;0;0;0;0;SP
1050;7007;1968;Master;Married;$29,543.00 ;2;0;4/1/14;47;1700;300;1800;300;400;1800;2;1;2;2;2;0;0;0;0;0;0;0;SP
1051;9671;1968;Graduation;Married;$19,514.00 ;1;1;1/26/14;47;1400;300;2100;200;100;2800;4;1;2;2;3;1;0;0;0;0;1;0;SP
1052;8975;1968;Graduation;Married;$19,514.00 ;1;1;1/26/14;47;1400;300;2100;200;100;2800;4;1;2;2;3;1;0;0;0;0;0;0;SP
1054;6248;1947;Master;Single;$91,712.00 ;0;0;10/17/13;47;127600;2400;74600;9400;2900;4800;0;2;11;11;1;0;0;1;0;0;1;0;SP
1060;880;1966;Basic;Together;$22,634.00 ;0;0;1/16/13;47;200;2300;1100;800;600;4600;1;1;2;2;3;0;0;0;0;0;0;0;SP
1061;524;1966;Basic;Together;$22,634.00 ;0;0;1/16/13;47;200;2300;1100;800;600;4600;1;1;2;2;2;0;0;0;0;0;0;0;AUS
1064;4184;1950;PhD;Together;$52,157.00 ;0;1;6/7/14;48;18900;200;2900;300;200;4000;2;1;3;5;1;0;0;0;0;0;0;0;SP
1066;7485;1950;PhD;Widow;$56,551.00 ;1;1;5/7/14;48;6700;400;3200;1700;200;1600;3;1;2;4;1;0;0;0;0;0;0;0;SA
1067;7530;1950;PhD;Widow;$56,551.00 ;1;1;5/7/14;48;6700;400;3200;1700;200;1600;3;1;2;4;1;0;0;0;0;0;0;0;SP
1068;4369;1957;Master;Absurd;$65,487.00 ;0;0;1/10/14;48;24000;6700;50000;19900;0;16300;3;1;8;6;1;0;0;0;0;0;0;0;CA
1069;10652;1957;Master;Together;$65,487.00 ;0;0;1/10/14;48;24000;6700;50000;19900;0;16300;3;1;8;6;0;0;0;0;0;0;0;0;CA
1070;286;1952;Graduation;Single;$44,213.00 ;1;1;11/29/13;48;9500;1100;3500;0;400;700;4;0;2;5;2;0;0;0;0;0;0;0;SP
1074;1160;1970;Graduation;Married;$13,260.00 ;1;1;8/23/13;48;900;400;1700;1000;200;700;4;1;0;3;3;0;0;0;0;0;0;0;SP
1076;273;1970;Master;Married;$36,138.00 ;1;1;7/16/13;48;13000;0;1600;0;0;500;5;1;2;4;2;0;1;0;0;0;0;0;GER
1078;9729;1955;Graduation;Widow;$58,275.00 ;1;1;6/2/13;48;18900;1000;25300;5600;4300;6400;6;3;3;7;2;0;0;0;0;0;0;0;GER
1079;9665;1957;PhD;Divorced;$54,237.00 ;0;1;4/27/13;48;26700;300;3000;400;0;5700;4;2;3;5;2;0;0;0;0;0;0;0;SA
1082;3852;1961;Master;Together;$74,881.00 ;1;1;3/8/13;48;50500;7200;27000;3600;2700;5400;4;2;3;12;1;0;0;0;0;0;0;0;IND
1083;1000;1961;Master;Together;$74,881.00 ;1;1;3/8/13;48;50500;7200;27000;3600;2700;5400;4;2;3;12;2;0;0;0;0;0;0;0;SP
1084;3099;1970;Graduation;Divorced;$44,267.00 ;1;1;2/25/13;48;18300;500;6500;300;500;4900;5;1;3;4;3;0;0;0;0;0;0;0;SP
1087;7966;1959;Graduation;Single;$80,982.00 ;1;1;1/8/13;48;50500;13700;40100;10400;2200;2200;3;3;8;11;1;0;0;0;0;0;0;1;SP
1089;309;1961;PhD;Together;$63,342.00 ;0;1;10/16/12;48;91800;2100;11800;1300;1000;2100;3;3;5;5;2;0;1;0;0;0;0;0;SA
1090;3571;1961;PhD;Together;$63,342.00 ;0;1;10/16/12;48;91800;2100;11800;1300;1000;2100;3;3;5;5;2;0;1;0;0;0;1;0;SP
1091;8395;1961;Graduation;Single;$82,014.00 ;0;0;8/20/12;48;98000;3700;26500;3500;16300;3100;1;1;9;12;2;0;0;0;0;0;1;0;SA
1092;2591;1959;Graduation;Widow;$76,320.00 ;0;1;6/22/14;49;52600;3500;21400;6900;5300;3500;2;2;5;4;1;0;0;0;0;0;0;0;US
1093;1640;1954;Graduation;Divorced;$64,587.00 ;1;1;6/22/14;49;6600;0;1600;0;600;2000;2;0;2;4;1;0;0;0;0;0;0;0;SP
1096;4345;1964;2n Cycle;Single;;1;1;1/12/14;49;500;100;900;200;0;400;1;0;0;2;2;0;0;0;0;0;0;0;AUS
1100;2686;1969;Basic;Together;$22,390.00 ;0;0;10/21/13;49;0;100;400;1500;100;500;1;0;0;2;2;0;0;0;0;0;0;0;AUS
1106;3479;1950;Graduation;Single;$16,813.00 ;0;0;7/19/13;49;400;800;1100;1200;200;1300;1;1;0;3;2;1;0;0;0;0;0;0;CA
1107;7214;1957;Graduation;Married;$62,187.00 ;0;0;7/5/13;49;79200;0;27500;4500;4500;12600;1;1;12;5;1;0;0;0;0;0;0;0;SP
1108;5543;1966;Graduation;Together;$57,811.00 ;0;1;6/24/13;49;54500;700;11400;3700;2100;7800;5;2;3;11;1;0;1;0;0;0;0;0;SP
1109;9347;1956;Master;Together;$50,943.00 ;0;1;6/21/13;49;3100;0;700;200;0;600;1;0;0;3;1;0;0;0;0;0;0;0;SP
1110;10160;1956;Master;Together;$50,943.00 ;0;1;6/21/13;49;3100;0;700;200;0;600;1;0;0;3;2;0;0;0;0;0;0;0;SP
1112;7019;1963;Graduation;Together;$54,414.00 ;1;1;1/23/13;49;10900;1800;1600;2400;2600;1800;4;1;2;5;1;0;0;0;0;0;0;0;SA
1114;8939;1959;Graduation;Divorced;$61,250.00 ;0;1;12/16/12;49;38200;13800;6500;6000;2600;5900;6;1;3;12;2;0;0;0;0;0;0;0;SP
1115;10250;1947;Basic;Together;$28,389.00 ;0;0;11/20/12;49;100;500;300;700;400;800;1;0;0;2;2;0;0;0;0;0;0;0;SP
1116;1272;1965;Master;Single;$55,250.00 ;0;1;10/21/12;49;66400;5800;8300;3200;0;6600;4;2;8;10;2;0;0;0;0;0;0;0;AUS
1117;3007;1966;Graduation;Together;$37,758.00 ;1;1;10/4/12;49;2700;200;1000;0;0;100;2;0;0;3;2;0;0;0;0;0;0;0;IND
1118;5513;1966;Graduation;Together;$37,758.00 ;1;1;10/4/12;49;2700;200;1000;0;0;100;2;0;0;3;2;0;0;0;0;0;0;0;SP
1119;679;1957;PhD;Married;$37,633.00 ;1;1;9/20/12;49;1300;400;2000;0;0;100;2;0;0;3;2;0;0;0;0;0;0;0;SP
1120;8876;1963;PhD;Together;$33,629.00 ;1;1;8/8/12;49;13200;0;1600;0;0;400;5;1;2;4;2;0;0;0;0;0;0;0;SP
1121;10827;1967;PhD;Married;$36,947.00 ;1;1;8/7/12;49;8800;300;2100;400;100;2900;4;1;0;4;2;0;0;0;0;0;0;0;AUS
1122;7300;1952;Graduation;Divorced;$69,142.00 ;0;1;6/29/14;50;44800;400;3400;600;400;3900;3;2;2;7;1;0;1;0;0;0;0;0;IND
1123;4268;1959;Graduation;Married;$53,154.00 ;0;1;6/9/14;50;12900;0;2100;0;100;700;1;1;2;4;1;0;0;0;0;0;0;0;US
1124;4603;1960;PhD;Married;$65,695.00 ;0;1;1/31/14;50;37100;3200;18900;0;5800;600;2;2;6;10;1;0;0;0;0;0;0;0;SP
1125;8659;1952;PhD;Together;$69,805.00 ;0;1;1/21/14;50;75000;7100;17400;1300;1000;2000;2;2;12;11;0;0;0;0;0;0;0;0;GER
1130;11096;1952;2n Cycle;Together;$57,247.00 ;0;1;8/8/13;50;9900;400;3200;3700;5400;600;2;0;2;7;1;0;0;0;0;0;0;0;SP
1131;6374;1954;PhD;Married;$36,930.00 ;0;1;5/17/13;50;22300;200;3100;0;200;3900;5;2;3;4;2;0;0;0;0;0;0;0;SP
1132;5552;1963;Master;Divorced;$48,721.00 ;1;1;5/13/13;50;8100;1800;11300;4700;1300;2100;6;1;3;5;2;0;0;0;0;0;0;0;SA
1133;2245;1969;Master;Married;$43,641.00 ;1;1;4/22/13;50;5700;200;5100;400;200;2300;3;1;2;4;2;0;0;0;0;0;0;0;SP
1134;6200;1951;Graduation;Married;$75,903.00 ;0;1;4/8/13;50;34000;10800;18500;13000;3800;10000;2;2;9;9;1;0;0;0;0;0;0;0;SP
1135;9904;1956;Graduation;Married;$71,391.00 ;0;1;3/29/13;50;33600;12300;27400;4600;12300;14100;5;2;8;12;1;0;0;0;0;0;0;0;CA
1137;6642;1961;Graduation;Divorced;$27,215.00 ;2;1;1/23/13;50;3000;500;2200;800;900;2800;4;1;2;4;2;0;0;0;0;0;0;0;SA
1139;5636;1963;Graduation;Single;$30,983.00 ;0;0;11/9/12;50;5100;400;5000;1200;100;4900;1;1;0;3;2;0;0;0;0;0;1;0;IND
1140;8692;1952;Graduation;Together;$43,462.00 ;1;1;9/12/12;50;9000;1700;9700;1500;600;1500;6;1;2;5;3;0;0;0;0;0;0;0;SP
1141;8091;1956;Graduation;Married;$63,943.00 ;0;1;9/2/12;50;42300;18400;36800;1300;9700;2100;1;2;6;6;1;0;0;0;0;0;0;0;IND
1144;4550;1966;Master;Together;$33,564.00 ;0;1;6/24/14;51;6100;0;300;0;0;700;1;0;2;3;2;0;0;0;0;0;0;0;SP
1145;3381;1953;Master;Married;$54,348.00 ;1;1;6/8/14;51;7000;0;1600;0;0;400;2;1;0;4;2;0;0;0;0;0;0;0;CA
1146;10556;1959;Graduation;Married;$54,984.00 ;0;1;5/24/14;51;17300;1300;13100;3200;300;600;4;2;2;6;2;0;0;0;1;0;0;0;SP
1148;2891;1963;Graduation;Divorced;$68,118.00 ;0;1;10/18/13;51;59500;2300;12300;1000;2300;15400;2;3;14;4;2;0;0;0;0;0;0;0;US
1149;5011;1963;Graduation;Divorced;$68,118.00 ;0;1;10/18/13;51;59500;2300;12300;1000;2300;15400;2;3;14;4;2;0;0;0;0;0;0;0;SP
1152;78;1969;Graduation;Married;$25,293.00 ;1;0;9/15/13;51;1500;0;1100;0;200;900;1;0;2;2;2;0;0;0;0;0;0;0;SP
1153;5517;1969;Graduation;Married;$25,293.00 ;1;0;9/15/13;51;1500;0;1100;0;200;900;1;0;2;2;3;0;0;0;0;0;0;0;AUS
1154;5290;1964;PhD;Married;$41,551.00 ;1;1;8/14/13;51;22000;0;3300;300;0;2300;5;2;2;5;2;0;0;0;0;0;0;0;CA
1155;4128;1962;PhD;Together;$56,067.00 ;0;1;7/20/13;51;51700;1200;5400;1600;600;12000;2;2;6;7;2;0;0;0;0;0;0;0;SA
1156;8534;1952;Graduation;Married;$67,433.00 ;0;2;7/16/13;51;61500;2800;25900;1200;4800;3000;4;2;8;13;1;0;1;0;0;0;0;0;SP
1158;8957;1952;2n Cycle;Single;$64,831.00 ;1;1;6/10/13;51;48000;8600;24900;7500;8600;14400;8;2;5;5;2;0;0;0;0;0;0;0;SA
1159;9308;1954;Graduation;Married;$62,820.00 ;0;0;5/11/13;51;39800;6100;26500;13800;6100;5300;1;1;6;6;0;0;0;0;0;0;0;0;SA
1160;544;1954;Graduation;Married;$62,820.00 ;0;0;5/11/13;51;39800;6100;26500;13800;6100;5300;1;1;6;6;0;0;0;0;0;0;0;0;SP
1161;5989;1959;2n Cycle;Divorced;$78,353.00 ;0;1;4/16/13;51;75200;12200;47600;3900;15300;3400;1;3;3;11;3;0;0;0;0;0;0;0;CA
1162;635;1966;Master;Married;$57,183.00 ;1;1;3/19/13;51;46400;500;6400;700;0;7000;8;3;2;7;3;0;0;0;0;0;0;0;SP
1163;6673;1965;Graduation;Single;$23,478.00 ;0;0;3/19/13;51;2800;600;2700;1200;1700;3900;1;1;0;3;2;0;0;0;0;0;0;0;US
1168;1544;1967;Master;Divorced;$81,380.00 ;0;0;12/22/12;51;74100;6800;68900;22400;6800;10300;1;1;3;10;1;0;0;0;0;0;0;0;CA
1173;7540;1952;Graduation;Married;$50,300.00 ;0;1;5/25/14;52;14300;1500;6000;2400;2300;500;2;1;2;8;1;0;0;0;0;0;0;0;SP
1174;5247;1955;PhD;Married;$38,725.00 ;1;1;5/10/14;52;3100;0;600;200;100;500;2;0;0;4;1;0;0;0;0;0;0;0;SP
1177;10972;1949;Graduation;Widow;$72,298.00 ;0;0;3/10/14;52;62500;3500;16900;5800;1700;3500;1;1;5;6;0;0;1;1;0;0;0;0;SP
1178;1399;1958;Graduation;Married;$72,905.00 ;0;0;1/21/14;52;40700;11400;44500;18100;16500;20300;1;1;11;9;0;0;0;0;1;0;0;0;SP
1181;4107;1948;PhD;Together;$46,681.00 ;0;2;10/8/13;52;26900;1500;6900;1500;1900;3800;2;1;9;4;2;0;0;0;0;0;0;0;SP
1182;10906;1948;PhD;Together;$46,681.00 ;0;2;10/8/13;52;26900;1500;6900;1500;1900;3800;2;1;9;4;1;0;0;0;0;0;0;0;SA
1183;2557;1970;Master;Single;$29,548.00 ;1;0;8/29/13;52;700;100;600;300;100;1100;1;0;2;2;1;1;0;0;0;0;0;0;SP
1184;8786;1956;Master;Married;$62,058.00 ;0;1;5/26/13;52;30100;700;7400;1000;0;5800;4;2;2;7;2;0;0;0;0;0;0;0;GER
1185;7187;1969;Master;Together;;1;1;5/18/13;52;37500;4200;4800;9400;6600;9600;7;1;15;4;1;0;0;0;0;0;0;0;AUS
1186;6119;1963;PhD;Single;$36,736.00 ;1;1;5/10/13;52;1000;0;300;0;0;400;1;0;0;2;2;0;0;0;0;0;0;0;SP
1187;2980;1952;Master;Single;$8,820.00 ;1;1;3/22/13;52;1200;0;1300;400;200;400;4;1;0;3;2;0;0;0;0;0;0;0;CA
1188;3850;1963;Basic;Together;$14,918.00 ;0;1;12/7/12;52;300;300;300;1500;400;1500;1;0;0;3;2;0;0;0;0;0;0;0;IND
1192;4764;1952;Master;Together;$40,442.00 ;1;1;8/19/12;52;4500;1200;5200;2500;2200;1300;4;1;2;4;2;0;0;0;0;0;1;0;SA
1193;2223;1965;2n Cycle;Divorced;$64,176.00 ;0;1;8/3/12;52;121500;3300;24900;6400;11600;14900;8;2;14;8;2;0;0;0;0;0;0;0;SP
1195;5827;1958;Graduation;Divorced;$35,246.00 ;1;1;4/16/14;53;3600;0;1200;200;200;1000;4;1;2;3;2;0;0;0;0;0;0;0;SA
1197;4954;1956;Graduation;Married;$48,195.00 ;1;1;1/21/14;53;10600;2700;6800;5200;700;500;6;1;3;5;2;0;0;0;0;0;0;0;SP
1199;9952;1947;Master;Together;$78,093.00 ;0;0;12/11/13;53;36800;3200;63900;1300;4300;1000;1;1;11;5;0;0;0;0;0;0;0;0;SA
1200;8180;1952;Master;Divorced;$59,354.00 ;1;1;11/15/13;53;23300;200;5300;300;500;1400;3;2;2;5;2;0;0;0;0;0;0;0;US
1202;4994;1943;Master;Single;$77,598.00 ;0;0;10/1/13;53;119300;3300;28100;12900;6600;3300;1;2;8;13;1;0;0;1;0;0;0;0;SP
1204;945;1965;Graduation;Together;$36,317.00 ;0;1;5/22/13;53;8700;300;2500;300;200;1300;2;1;0;4;2;0;0;0;0;0;0;0;SP
1208;2968;1943;PhD;Divorced;$48,948.00 ;0;0;2/1/13;53;43700;800;20600;16000;4900;4200;2;2;15;5;2;1;0;0;0;0;1;0;AUS
1209;8800;1943;PhD;Divorced;$48,948.00 ;0;0;2/1/13;53;43700;800;20600;16000;4900;4200;2;2;15;5;2;1;0;0;0;0;1;0;SA
1210;1907;1950;Master;Divorced;$63,120.00 ;0;1;9/28/12;53;96500;6900;27900;5400;4100;6900;5;2;6;9;2;0;0;0;0;0;1;0;SP
1211;10478;1950;PhD;Married;$55,517.00 ;1;1;9/27/12;53;48300;0;10800;0;600;3600;5;3;2;6;3;0;0;0;0;0;1;0;SA
1212;4188;1957;Graduation;Single;$36,864.00 ;0;1;8/13/12;53;20400;500;3900;1700;0;8900;3;2;3;4;3;0;0;0;0;0;1;0;AUS
1215;4790;1958;Graduation;Divorced;$79,803.00 ;0;1;6/2/14;54;57400;800;21600;2100;1600;3300;1;1;5;5;0;0;0;0;0;0;0;0;SP
1216;1131;1967;PhD;Single;$52,569.00 ;0;1;4/5/14;54;8500;0;300;0;0;700;1;1;0;4;1;0;0;0;0;0;0;0;SA
1217;202;1948;PhD;Widow;$82,032.00 ;0;0;4/5/14;54;33200;19400;37700;14900;12500;5700;0;1;9;7;0;0;0;0;0;0;0;0;IND
1218;9589;1948;PhD;Widow;$82,032.00 ;0;0;4/5/14;54;33200;19400;37700;14900;12500;5700;0;1;9;7;0;0;0;0;0;0;0;0;IND
1221;8955;1957;PhD;Together;$40,451.00 ;0;2;2/16/14;54;3500;0;400;0;0;1000;1;0;2;2;2;1;0;0;0;0;0;0;SP
1224;3308;1952;Graduation;Married;$35,704.00 ;1;1;1/3/14;54;3000;900;1200;200;1100;3000;3;1;0;4;1;0;0;0;0;0;0;0;SA
1230;5081;1967;2n Cycle;Together;$47,821.00 ;1;1;10/20/13;54;900;0;1600;600;600;1000;1;0;0;3;2;0;0;0;0;0;0;0;SP
1234;8584;1952;PhD;Together;$85,431.00 ;0;0;6/8/13;54;37600;5300;46200;16800;5300;5300;1;1;11;7;0;0;0;0;0;0;0;0;SP
1235;6583;1955;2n Cycle;Married;$72,635.00 ;0;0;6/3/13;54;39000;2200;32300;10400;3500;10700;1;2;12;6;1;0;0;0;1;0;0;0;SP
1236;3433;1955;2n Cycle;Married;$72,635.00 ;0;0;6/3/13;54;39000;2200;32300;10400;3500;10700;1;2;12;6;1;0;0;0;1;0;0;0;SP
1237;10486;1948;Graduation;Married;$77,142.00 ;0;0;5/29/13;54;47600;7500;16200;2900;15100;9700;1;1;6;8;0;0;0;0;0;0;0;0;SP
1239;7842;1968;Graduation;Single;$36,065.00 ;1;1;3/31/13;54;1800;700;3400;1000;200;300;3;1;0;3;3;0;0;0;0;0;0;0;SP
1242;5995;1962;Graduation;Divorced;$39,552.00 ;1;1;12/18/12;54;16500;300;14700;400;2400;4100;7;2;3;5;3;0;0;0;0;0;1;0;SP
1243;8985;1964;2n Cycle;Together;$68,316.00 ;0;1;11/4/12;54;80600;8000;16100;12000;1100;3300;5;3;11;10;2;0;0;0;0;0;0;0;SP
1245;7108;1965;Master;Widow;$51,390.00 ;1;1;9/8/12;54;20500;2000;4700;2300;200;5600;6;2;3;5;2;0;0;0;0;0;0;0;SA
1248;194;1965;Graduation;Married;$48,006.00 ;1;1;6/9/14;55;2300;0;1100;300;200;200;1;0;0;3;2;0;0;0;0;0;0;0;SP
1250;2315;1960;Graduation;Divorced;$58,401.00 ;0;1;4/20/14;55;1000;0;1100;1700;2900;2900;1;0;3;2;1;0;0;0;0;0;0;0;SP
1251;6336;1960;Graduation;Married;$29,315.00 ;1;1;4/6/14;55;1300;200;1400;800;700;400;4;1;0;4;2;0;0;0;0;0;0;0;SA
1252;10738;1951;Master;Single;$49,389.00 ;1;1;8/29/13;55;4000;0;1900;200;100;300;1;0;0;3;2;0;0;0;0;0;0;0;AUS
1253;8286;1965;PhD;Together;$51,717.00 ;0;1;8/20/13;55;9800;100;1700;0;100;500;1;1;0;4;2;0;1;0;0;0;0;0;SA
1254;2166;1960;2n Cycle;Widow;$46,779.00 ;1;1;7/12/13;55;1200;100;300;0;0;700;1;0;2;2;1;0;0;0;0;0;0;0;SA
1255;10691;1960;Master;Married;$28,520.00 ;1;1;6/14/13;55;1100;0;1000;0;200;2000;1;0;2;2;2;0;0;0;0;0;0;0;SP
1256;9739;1963;Graduation;Single;$34,377.00 ;0;1;1/19/13;55;6200;0;2200;300;100;2600;2;1;3;2;2;0;0;0;0;0;0;0;SP
1257;1829;1961;PhD;Divorced;$54,959.00 ;0;1;1/19/13;55;114800;0;6000;0;0;2400;3;2;8;4;2;0;1;0;0;0;1;0;SP
1258;6260;1955;Master;Together;$82,384.00 ;0;0;11/19/12;55;98400;5100;43200;18000;12000;19000;1;1;15;13;0;0;0;1;0;0;1;0;AUS
1259;10448;1956;Graduation;Single;$46,998.00 ;0;1;10/22/12;55;17200;4100;8600;4500;600;2700;5;2;5;5;2;1;0;0;0;0;0;0;SP
1260;1343;1968;Graduation;Together;$58,554.00 ;1;1;9/26/12;55;36800;2400;6800;3800;0;8800;6;3;3;6;2;0;0;0;0;0;0;0;US
1261;4749;1968;Graduation;Together;$58,554.00 ;1;1;9/26/12;55;36800;2400;6800;3800;0;8800;6;3;3;6;2;0;0;0;0;0;0;0;IND
1262;531;1954;PhD;Divorced;$57,333.00 ;0;1;9/22/12;55;94100;1400;39700;7600;5800;17600;11;2;8;9;2;0;0;0;0;0;1;0;SP
1264;1045;1965;Graduation;Together;$52,117.00 ;0;1;8/16/12;55;11200;1000;10700;3000;0;2000;2;2;3;4;2;0;0;0;0;0;0;0;SP
1266;5529;1946;PhD;Together;$64,014.00 ;2;1;6/10/14;56;40600;0;3000;0;0;800;7;2;3;5;2;0;0;0;1;0;0;0;CA
1267;4001;1946;PhD;Together;$64,014.00 ;2;1;6/10/14;56;40600;0;3000;0;0;800;7;2;3;5;2;0;0;0;1;0;0;0;SA
1268;10420;1955;Master;Divorced;$46,390.00 ;0;1;5/5/14;56;9500;1400;6400;200;900;3800;1;1;3;3;2;0;0;0;0;0;0;0;US
1271;10634;1951;Master;Married;$59,412.00 ;0;0;4/19/14;56;9000;6700;16500;3000;4300;1100;1;1;3;8;1;0;0;0;0;0;0;0;SP
1272;5180;1968;PhD;Divorced;$50,616.00 ;0;1;4/18/14;56;12800;0;1600;0;100;400;2;1;0;4;2;0;0;0;0;0;0;0;SP
1273;6866;1969;Master;Together;$35,924.00 ;1;1;3/23/14;56;800;0;1400;200;300;700;1;0;0;3;1;0;0;0;0;0;0;0;SA
1278;2075;1969;Graduation;Married;$72,460.00 ;0;0;11/14/13;56;37700;1000;54000;8000;3000;1000;1;1;8;7;0;0;0;0;0;0;0;0;SA
1289;3033;1963;Master;Together;$38,620.00 ;0;0;5/11/13;56;11200;1700;4400;3400;2200;8900;1;1;8;3;1;0;0;0;0;0;0;0;AUS
1290;4119;1963;Master;Together;$38,620.00 ;0;0;5/11/13;56;11200;1700;4400;3400;2200;8900;1;0;8;3;1;0;0;0;0;0;0;0;GER
1292;332;1957;Graduation;Married;$47,743.00 ;0;1;3/22/13;56;19800;200;4300;0;1200;2000;3;1;2;6;2;0;1;0;0;0;0;0;SP
1293;737;1949;PhD;Married;$80,360.00 ;0;0;3/3/13;56;149300;8600;45400;11200;4300;4300;2;1;6;5;1;0;1;1;1;0;0;0;SP
1295;2683;1969;Graduation;Married;$52,413.00 ;0;2;2/2/13;56;29500;10600;27100;7500;9800;6500;4;2;6;12;2;0;0;0;0;0;0;0;CA
1296;3445;1956;Graduation;Single;$60,714.00 ;0;0;1/17/13;56;21600;16200;22400;10100;9200;16200;2;2;6;10;1;0;0;0;0;0;1;0;SA
1300;2066;1949;Graduation;Together;$38,823.00 ;0;1;8/30/12;56;7000;0;1100;200;800;2300;1;0;2;3;2;0;0;0;0;0;0;0;SP
1303;4149;1948;PhD;Together;$76,140.00 ;0;0;5/13/14;57;58600;6600;65300;1700;0;2600;1;1;14;6;0;0;0;0;0;0;0;0;SP
1304;8726;1964;2n Cycle;Divorced;$41,713.00 ;1;1;4/29/14;57;7700;800;4400;1000;1000;2500;5;1;2;4;2;0;0;0;0;0;0;0;CA
1305;2295;1954;PhD;Married;$62,670.00 ;0;1;2/2/14;57;53900;3000;9200;8000;4600;3800;1;2;5;13;1;0;0;0;0;0;0;0;SA
1307;1915;1951;PhD;Married;$78,939.00 ;0;0;12/12/13;57;79400;11500;24300;15000;0;20500;1;3;8;6;1;0;0;0;0;0;0;0;GER
1308;800;1960;Graduation;Together;$44,512.00 ;1;1;8/30/13;57;2300;100;600;0;0;200;2;0;0;3;1;0;0;0;0;0;0;0;SA
1309;9166;1968;Graduation;Married;$63,967.00 ;0;1;8/9/13;57;38700;8400;14100;7300;3500;16200;3;1;6;12;0;0;0;0;0;0;0;0;SP
1310;5147;1948;Graduation;Single;$90,842.00 ;0;0;7/29/13;57;77400;7000;11800;18200;18700;9300;1;1;14;13;0;0;0;0;0;0;0;0;SP
1311;13;1947;PhD;Widow;$25,358.00 ;0;1;7/22/13;57;1900;0;500;0;0;800;2;0;0;3;2;0;0;0;0;0;0;0;SA
1316;3560;1952;Graduation;Together;$83,844.00 ;0;0;5/12/13;57;90100;3100;34500;7500;3100;19100;1;1;6;11;0;0;0;1;0;0;0;0;GER
1317;241;1952;Graduation;Together;$83,844.00 ;0;0;5/12/13;57;90100;3100;34500;7500;3100;19100;1;1;6;11;0;0;0;1;0;0;0;0;SP
1318;7521;1952;Graduation;Together;$83,844.00 ;0;0;5/12/13;57;90100;3100;34500;7500;3100;19100;1;1;6;11;0;0;0;1;0;0;0;0;CA
1319;9799;1968;PhD;Divorced;$83,664.00 ;1;1;5/8/13;57;86600;2100;15100;2800;2100;8600;3;0;3;12;1;0;0;0;0;0;0;0;SP
1320;5123;1951;Master;Married;$27,450.00 ;0;0;4/15/13;57;3700;1200;2300;800;1100;5200;1;1;2;3;2;0;0;0;0;0;0;0;SP
1322;4837;1965;PhD;Married;$71,322.00 ;0;1;2/16/13;57;75300;4300;22600;6900;1000;20400;2;3;8;13;1;0;0;0;0;0;0;0;SP
1324;8932;1969;Master;Together;$65,176.00 ;0;1;10/29/12;57;96000;2800;18300;22000;7000;7000;4;2;9;6;2;0;0;0;0;0;0;0;SA
1325;7055;1952;PhD;Together;$61,010.00 ;0;1;10/9/12;57;88800;0;5700;0;0;7600;2;3;8;11;2;0;0;0;0;0;0;0;CA
1328;4988;1948;PhD;Married;$34,469.00 ;1;1;5/4/14;58;1900;600;2000;0;500;1200;3;0;2;4;1;0;0;0;0;0;0;0;SA
1329;1050;1952;Graduation;Married;$28,332.00 ;0;0;4/30/14;58;1400;1000;1300;400;1500;900;1;0;2;4;1;0;0;0;0;0;0;0;GER
1330;5610;1965;Graduation;Together;$33,456.00 ;1;1;4/21/14;58;700;300;1000;800;100;700;2;0;0;3;2;0;0;0;0;0;0;0;IND
1331;3526;1968;PhD;Married;$38,443.00 ;1;1;1/27/14;58;3200;0;500;0;0;100;2;0;0;3;2;0;0;0;0;0;0;0;SP
1333;1411;1952;Graduation;Divorced;$82,623.00 ;0;0;11/10/13;58;20400;3400;20400;17200;15300;17300;1;1;14;4;0;0;0;0;0;0;0;0;SP
1335;6203;1947;Graduation;Together;$74,485.00 ;0;0;8/24/13;58;49900;14900;81500;17300;4900;4900;1;2;11;12;1;0;0;0;0;0;0;0;SP
1336;7192;1955;Graduation;Together;$65,748.00 ;0;1;4/15/13;58;17200;7300;9300;9500;7800;3400;2;1;6;10;0;0;0;0;0;0;0;1;SP
1340;10446;1957;PhD;Married;$82,017.00 ;0;0;11/7/12;58;18400;2300;44600;3000;2300;2300;1;2;6;7;0;0;1;1;1;0;1;0;CA
